Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD436,Mumbai,JKL Institute,1st,Data Science,LinkedIn
LD437,Delhi,DEF Academy,3rd,AI,Instagram
LD438,Kolkata,JKL Institute,2nd,Electric Vehicle,Instagram
LD439,Delhi,GHI University,4th,Data Science,Google Form
LD440,Mumbai,ABC Institute,1st,Robotics,Google Form
LD441,Surat,JKL Institute,4th,AI,College Collaboration
LD442,Bangalore,DEF Academy,2nd,Data Science,Instagram
LD443,Bangalore,ABC Institute,3rd,Robotics,Whatsapp
LD444,Pune,ABC Institute,2nd,Robotics,Whatsapp
LD445,Chennai,DEF Academy,4th,Cloud Computing,Google Form
LD446,Pune,GHI University,1st,Cybersecurity,Google Form
LD447,Bangalore,ABC Institute,2nd,Cloud Computing,College Collaboration
LD448,Pune,XYZ University,4th,Electric Vehicle,College Collaboration
LD449,Kolkata,JKL Institute,1st,Cybersecurity,LinkedIn
LD450,Surat,PQR College,1st,Electric Vehicle,LinkedIn
LD451,Chennai,DEF Academy,2nd,Data Science,Mass-Mailing
LD452,Delhi,GHI University,3rd,Cybersecurity,Whatsapp
LD453,Pune,GHI University,3rd,Data Science,Instagram
LD454,Delhi,GHI University,1st,Electric Vehicle,Instagram
LD455,Delhi,XYZ University,2nd,Cloud Computing,Google Form
LD456,Delhi,XYZ University,2nd,AI,Mass-Mailing
LD457,Surat,PQR College,3rd,Electric Vehicle,Mass-Mailing
LD458,Pune,ABC Institute,2nd,Robotics,Mass-Mailing
LD459,Mumbai,PQR College,4th,Cloud Computing,Google Form
LD460,Bangalore,GHI University,4th,Data Science,College Collaboration
LD461,Bangalore,PQR College,1st,Robotics,Whatsapp
LD462,Bangalore,JKL Institute,4th,Robotics,Mass-Mailing
LD463,Chennai,GHI University,4th,Cloud Computing,Instagram
LD464,Chennai,XYZ University,3rd,Cybersecurity,Google Form
LD465,Kolkata,PQR College,2nd,AI,Instagram
LD466,Pune,PQR College,2nd,Cybersecurity,Whatsapp
LD467,Kolkata,DEF Academy,4th,Robotics,LinkedIn
LD468,Bangalore,JKL Institute,3rd,Data Science,College Collaboration
LD469,Bangalore,GHI University,1st,Cloud Computing,Whatsapp
LD470,Mumbai,ABC Institute,2nd,Data Science,Mass-Mailing
LD471,Chennai,PQR College,3rd,AI,Mass-Mailing
LD472,Chennai,JKL Institute,3rd,Data Science,LinkedIn
LD473,Delhi,ABC Institute,1st,AI,Google Form
LD474,Bangalore,PQR College,4th,Cloud Computing,Google Form
LD475,Ahmedabad,DEF Academy,4th,Data Science,LinkedIn
LD476,Surat,ABC Institute,1st,AI,LinkedIn
LD477,Delhi,DEF Academy,2nd,Data Science,Google Form
LD478,Ahmedabad,PQR College,1st,Cybersecurity,College Collaboration
LD479,Bangalore,GHI University,3rd,AI,Mass-Mailing
LD480,Ahmedabad,JKL Institute,4th,Cybersecurity,College Collaboration
LD481,Kolkata,XYZ University,2nd,Electric Vehicle,Whatsapp
LD482,Pune,DEF Academy,1st,Cybersecurity,Whatsapp
LD483,Pune,XYZ University,4th,AI,Mass-Mailing
LD484,Surat,PQR College,2nd,Electric Vehicle,LinkedIn
LD485,Mumbai,DEF Academy,1st,Data Science,Whatsapp
LD486,Bangalore,JKL Institute,3rd,AI,Whatsapp
LD487,Pune,ABC Institute,1st,Robotics,Google Form
LD488,Mumbai,JKL Institute,3rd,Cybersecurity,Mass-Mailing
LD489,Delhi,JKL Institute,1st,Cybersecurity,Mass-Mailing
LD490,Pune,GHI University,3rd,Robotics,College Collaboration
LD491,Kolkata,DEF Academy,1st,Electric Vehicle,Instagram
LD492,Bangalore,JKL Institute,4th,Robotics,Mass-Mailing
LD493,Ahmedabad,ABC Institute,4th,Electric Vehicle,Whatsapp
LD494,Delhi,PQR College,2nd,Data Science,Mass-Mailing
LD495,Delhi,ABC Institute,3rd,Electric Vehicle,College Collaboration
LD496,Kolkata,DEF Academy,1st,Cybersecurity,Instagram
LD497,Mumbai,GHI University,3rd,Cloud Computing,Google Form
LD498,Bangalore,GHI University,3rd,Cloud Computing,LinkedIn
LD499,Kolkata,JKL Institute,3rd,AI,Whatsapp
LD500,Kolkata,ABC Institute,2nd,Cloud Computing,College Collaboration
LD501,Delhi,ABC Institute,1st,Cloud Computing,Instagram
LD502,Bangalore,JKL Institute,3rd,AI,LinkedIn
LD503,Mumbai,DEF Academy,2nd,Robotics,LinkedIn
LD504,Chennai,XYZ University,2nd,Data Science,Google Form
LD505,Mumbai,ABC Institute,4th,AI,Google Form
LD506,Surat,XYZ University,2nd,Cybersecurity,Instagram
LD507,Bangalore,JKL Institute,4th,Electric Vehicle,Google Form
LD508,Ahmedabad,ABC Institute,2nd,Cloud Computing,College Collaboration
LD509,Bangalore,XYZ University,3rd,Cloud Computing,Instagram
LD510,Pune,GHI University,3rd,AI,Instagram
LD511,Ahmedabad,JKL Institute,4th,Robotics,Whatsapp
LD512,Surat,ABC Institute,2nd,Cybersecurity,College Collaboration
LD513,Chennai,PQR College,1st,AI,Mass-Mailing
LD514,Ahmedabad,PQR College,3rd,Robotics,College Collaboration
LD515,Kolkata,JKL Institute,1st,Robotics,Mass-Mailing
LD516,Pune,XYZ University,1st,Robotics,LinkedIn
LD517,Mumbai,PQR College,4th,Electric Vehicle,Whatsapp
LD518,Surat,GHI University,3rd,Data Science,College Collaboration
LD519,Chennai,GHI University,3rd,AI,LinkedIn
LD520,Delhi,DEF Academy,1st,Cloud Computing,College Collaboration
LD521,Delhi,JKL Institute,2nd,Cloud Computing,Mass-Mailing
LD522,Bangalore,XYZ University,2nd,Cybersecurity,College Collaboration
LD523,Surat,JKL Institute,4th,Electric Vehicle,Whatsapp
LD524,Ahmedabad,GHI University,4th,AI,Whatsapp
LD525,Kolkata,ABC Institute,1st,Cloud Computing,LinkedIn
LD526,Mumbai,PQR College,1st,Cybersecurity,Google Form
LD527,Chennai,GHI University,1st,Electric Vehicle,Instagram
LD528,Surat,ABC Institute,3rd,Electric Vehicle,LinkedIn
LD529,Delhi,ABC Institute,2nd,Robotics,Whatsapp
LD530,Pune,DEF Academy,2nd,Cybersecurity,College Collaboration
LD531,Mumbai,GHI University,4th,Cybersecurity,LinkedIn
LD532,Pune,XYZ University,4th,AI,Instagram
LD533,Delhi,JKL Institute,1st,Cloud Computing,LinkedIn
LD534,Ahmedabad,XYZ University,2nd,Electric Vehicle,Google Form
LD535,Delhi,XYZ University,3rd,Data Science,Google Form
LD536,Pune,DEF Academy,2nd,Electric Vehicle,Whatsapp
LD537,Ahmedabad,XYZ University,4th,Cybersecurity,LinkedIn
LD538,Bangalore,ABC Institute,1st,AI,Whatsapp
LD539,Surat,GHI University,3rd,AI,Mass-Mailing
LD540,Pune,GHI University,1st,Electric Vehicle,Instagram
LD541,Bangalore,DEF Academy,1st,Electric Vehicle,College Collaboration
LD542,Bangalore,GHI University,4th,AI,Google Form
LD543,Delhi,XYZ University,2nd,Electric Vehicle,College Collaboration
LD544,Bangalore,GHI University,1st,Data Science,Instagram
LD545,Ahmedabad,DEF Academy,3rd,Robotics,Google Form
LD546,Delhi,ABC Institute,3rd,Robotics,Mass-Mailing
LD547,Bangalore,ABC Institute,1st,Electric Vehicle,Instagram
LD548,Bangalore,JKL Institute,3rd,Robotics,Whatsapp
LD549,Kolkata,ABC Institute,3rd,Robotics,Google Form
LD550,Delhi,PQR College,2nd,Data Science,Mass-Mailing
LD551,Kolkata,PQR College,2nd,Data Science,LinkedIn
LD552,Kolkata,GHI University,2nd,Cloud Computing,Instagram
LD553,Bangalore,ABC Institute,1st,Cybersecurity,Mass-Mailing
LD554,Bangalore,ABC Institute,2nd,Cybersecurity,Mass-Mailing
LD555,Kolkata,XYZ University,2nd,Cybersecurity,Mass-Mailing
LD556,Bangalore,JKL Institute,4th,Cybersecurity,College Collaboration
LD557,Pune,PQR College,4th,Cybersecurity,College Collaboration
LD558,Kolkata,PQR College,1st,Electric Vehicle,College Collaboration
LD559,Chennai,XYZ University,2nd,Robotics,Instagram
LD560,Chennai,JKL Institute,1st,Cybersecurity,Whatsapp
LD561,Kolkata,GHI University,1st,Cybersecurity,Mass-Mailing
LD562,Chennai,DEF Academy,3rd,Robotics,LinkedIn
LD563,Bangalore,PQR College,3rd,AI,LinkedIn
LD564,Surat,XYZ University,3rd,Cloud Computing,Mass-Mailing
LD565,Delhi,JKL Institute,2nd,Cloud Computing,Whatsapp
LD566,Pune,GHI University,4th,Electric Vehicle,Google Form
LD567,Surat,PQR College,2nd,Electric Vehicle,Instagram
LD568,Delhi,DEF Academy,1st,Electric Vehicle,LinkedIn
LD569,Mumbai,PQR College,1st,Data Science,Mass-Mailing
LD570,Kolkata,GHI University,1st,Robotics,College Collaboration
LD571,Ahmedabad,DEF Academy,2nd,Data Science,Mass-Mailing
LD572,Delhi,ABC Institute,3rd,AI,Whatsapp
LD573,Mumbai,GHI University,2nd,Cybersecurity,Google Form
LD574,Surat,XYZ University,3rd,Robotics,LinkedIn
LD575,Ahmedabad,ABC Institute,3rd,Electric Vehicle,Google Form
LD576,Surat,GHI University,4th,Data Science,Whatsapp
LD577,Bangalore,GHI University,4th,Cybersecurity,Whatsapp
LD578,Chennai,GHI University,2nd,AI,College Collaboration
LD579,Kolkata,PQR College,4th,Electric Vehicle,Whatsapp
LD580,Surat,DEF Academy,1st,Robotics,College Collaboration
LD581,Surat,GHI University,1st,Cybersecurity,Google Form
LD582,Pune,GHI University,1st,Electric Vehicle,College Collaboration
LD583,Pune,XYZ University,1st,Robotics,Mass-Mailing
LD584,Delhi,PQR College,4th,Data Science,Mass-Mailing
LD585,Ahmedabad,XYZ University,2nd,Cybersecurity,College Collaboration
LD586,Chennai,GHI University,2nd,Robotics,Google Form
LD587,Surat,DEF Academy,3rd,Electric Vehicle,Mass-Mailing
LD588,Bangalore,XYZ University,2nd,AI,Instagram
LD589,Bangalore,PQR College,2nd,Data Science,College Collaboration
LD590,Mumbai,ABC Institute,4th,Data Science,Mass-Mailing
LD591,Delhi,XYZ University,4th,Data Science,College Collaboration
LD592,Pune,DEF Academy,2nd,Electric Vehicle,LinkedIn
LD593,Ahmedabad,XYZ University,2nd,Data Science,LinkedIn
LD594,Ahmedabad,PQR College,2nd,Data Science,LinkedIn
LD595,Mumbai,ABC Institute,4th,Robotics,College Collaboration
LD596,Kolkata,GHI University,3rd,Data Science,College Collaboration
LD597,Mumbai,PQR College,3rd,AI,Instagram
LD598,Delhi,ABC Institute,2nd,Electric Vehicle,Mass-Mailing
LD599,Delhi,DEF Academy,3rd,Robotics,College Collaboration
LD600,Delhi,DEF Academy,4th,Robotics,Google Form
LD601,Mumbai,PQR College,4th,AI,Whatsapp
LD602,Delhi,JKL Institute,1st,Cybersecurity,Mass-Mailing
LD603,Delhi,JKL Institute,2nd,AI,LinkedIn
LD604,Surat,JKL Institute,2nd,Data Science,Whatsapp
LD605,Chennai,GHI University,2nd,Cybersecurity,Whatsapp
LD606,Delhi,DEF Academy,3rd,Electric Vehicle,Instagram
LD607,Delhi,DEF Academy,1st,Robotics,College Collaboration
LD608,Chennai,DEF Academy,2nd,AI,Instagram
LD609,Bangalore,ABC Institute,4th,Robotics,Instagram
LD610,Pune,XYZ University,4th,Cloud Computing,Instagram
LD611,Ahmedabad,DEF Academy,3rd,Robotics,LinkedIn
LD612,Bangalore,JKL Institute,3rd,Cybersecurity,Google Form
LD613,Mumbai,XYZ University,2nd,Electric Vehicle,LinkedIn
LD614,Ahmedabad,PQR College,3rd,Data Science,LinkedIn
LD615,Chennai,JKL Institute,3rd,Data Science,Whatsapp
LD616,Chennai,JKL Institute,4th,Robotics,Whatsapp
LD617,Ahmedabad,ABC Institute,3rd,Data Science,College Collaboration
LD618,Pune,JKL Institute,2nd,Electric Vehicle,Whatsapp
LD619,Delhi,PQR College,2nd,Data Science,College Collaboration
LD620,Mumbai,DEF Academy,3rd,Data Science,Whatsapp
LD621,Chennai,PQR College,4th,Robotics,College Collaboration
LD622,Pune,ABC Institute,2nd,Data Science,LinkedIn
LD623,Bangalore,DEF Academy,1st,Robotics,College Collaboration
LD624,Mumbai,GHI University,1st,Electric Vehicle,Google Form
LD625,Chennai,GHI University,3rd,Electric Vehicle,LinkedIn
LD626,Kolkata,XYZ University,1st,Cloud Computing,Mass-Mailing
LD627,Mumbai,PQR College,1st,Robotics,College Collaboration
LD628,Pune,JKL Institute,3rd,Robotics,Instagram
LD629,Surat,XYZ University,4th,Cloud Computing,Instagram
LD630,Ahmedabad,GHI University,4th,Data Science,Google Form
LD631,Kolkata,GHI University,3rd,Data Science,LinkedIn
LD632,Mumbai,DEF Academy,3rd,Cybersecurity,Google Form
LD633,Ahmedabad,ABC Institute,4th,Data Science,Whatsapp
LD634,Surat,ABC Institute,4th,Cloud Computing,Google Form
LD635,Mumbai,PQR College,4th,Electric Vehicle,College Collaboration
LD636,Bangalore,PQR College,1st,AI,Instagram
LD637,Surat,PQR College,2nd,Cloud Computing,Google Form
LD638,Ahmedabad,JKL Institute,1st,Robotics,Instagram
LD639,Bangalore,JKL Institute,4th,Robotics,College Collaboration
LD640,Pune,JKL Institute,3rd,Cloud Computing,Mass-Mailing
LD641,Kolkata,ABC Institute,1st,Cloud Computing,Whatsapp
LD642,Pune,GHI University,2nd,Electric Vehicle,Whatsapp
LD643,Chennai,DEF Academy,3rd,AI,Instagram
LD644,Chennai,PQR College,1st,Robotics,College Collaboration
LD645,Delhi,XYZ University,3rd,Cybersecurity,Mass-Mailing
LD646,Chennai,XYZ University,3rd,Data Science,Instagram
LD647,Surat,JKL Institute,4th,Cybersecurity,College Collaboration
LD648,Delhi,PQR College,3rd,AI,College Collaboration
LD649,Ahmedabad,DEF Academy,2nd,Robotics,Google Form
LD650,Delhi,PQR College,2nd,Electric Vehicle,College Collaboration
LD651,Kolkata,GHI University,3rd,Electric Vehicle,Mass-Mailing
LD652,Delhi,DEF Academy,2nd,Robotics,Google Form
LD653,Ahmedabad,GHI University,4th,Electric Vehicle,LinkedIn
LD654,Ahmedabad,XYZ University,2nd,Cybersecurity,Whatsapp
LD655,Chennai,JKL Institute,2nd,Electric Vehicle,LinkedIn
LD656,Bangalore,DEF Academy,3rd,Data Science,LinkedIn
LD657,Bangalore,ABC Institute,4th,Cybersecurity,Mass-Mailing
LD658,Ahmedabad,DEF Academy,1st,AI,LinkedIn
LD659,Delhi,DEF Academy,4th,AI,College Collaboration
LD660,Surat,ABC Institute,1st,AI,LinkedIn
LD661,Ahmedabad,XYZ University,4th,Cloud Computing,Instagram
LD662,Bangalore,GHI University,4th,Electric Vehicle,Mass-Mailing
LD663,Bangalore,ABC Institute,2nd,Data Science,Instagram
LD664,Ahmedabad,JKL Institute,2nd,AI,Whatsapp
LD665,Kolkata,ABC Institute,3rd,Robotics,LinkedIn
LD666,Kolkata,PQR College,2nd,AI,Whatsapp
LD667,Surat,GHI University,4th,Robotics,LinkedIn
LD668,Pune,PQR College,2nd,Cloud Computing,Mass-Mailing
LD669,Surat,PQR College,4th,AI,Mass-Mailing
LD670,Bangalore,JKL Institute,4th,Robotics,Instagram
LD671,Chennai,ABC Institute,4th,Data Science,College Collaboration
LD672,Kolkata,GHI University,4th,Cloud Computing,Mass-Mailing
LD673,Mumbai,ABC Institute,4th,Robotics,LinkedIn
LD674,Chennai,ABC Institute,2nd,Electric Vehicle,Google Form
LD675,Delhi,XYZ University,3rd,Cloud Computing,Google Form
LD676,Kolkata,DEF Academy,1st,Cloud Computing,Google Form
LD677,Surat,ABC Institute,4th,Data Science,College Collaboration
LD678,Bangalore,XYZ University,2nd,Cybersecurity,Google Form
LD679,Bangalore,XYZ University,3rd,Cybersecurity,Google Form
LD680,Surat,PQR College,4th,Cybersecurity,LinkedIn
LD681,Mumbai,DEF Academy,4th,Electric Vehicle,College Collaboration
LD682,Ahmedabad,GHI University,2nd,AI,Google Form
LD683,Ahmedabad,PQR College,2nd,Data Science,Instagram
LD684,Delhi,DEF Academy,2nd,Data Science,Google Form
LD685,Pune,PQR College,1st,AI,Mass-Mailing
LD686,Bangalore,GHI University,2nd,Cloud Computing,Whatsapp
LD687,Kolkata,XYZ University,3rd,Electric Vehicle,Instagram
LD688,Ahmedabad,PQR College,2nd,Robotics,Whatsapp
LD689,Bangalore,DEF Academy,3rd,Electric Vehicle,College Collaboration
LD690,Surat,ABC Institute,4th,Data Science,Whatsapp
LD691,Chennai,XYZ University,2nd,Data Science,College Collaboration
LD692,Mumbai,ABC Institute,4th,Cybersecurity,College Collaboration
LD693,Kolkata,PQR College,3rd,Data Science,Whatsapp
LD694,Delhi,ABC Institute,3rd,Robotics,LinkedIn
LD695,Bangalore,GHI University,1st,Cloud Computing,Google Form
LD696,Surat,GHI University,1st,Electric Vehicle,Google Form
LD697,Delhi,XYZ University,4th,Cybersecurity,Whatsapp
LD698,Bangalore,ABC Institute,2nd,Cloud Computing,Mass-Mailing
LD699,Bangalore,DEF Academy,2nd,Robotics,LinkedIn
LD700,Ahmedabad,PQR College,2nd,Electric Vehicle,Whatsapp
LD701,Ahmedabad,GHI University,2nd,Robotics,Instagram
LD702,Mumbai,DEF Academy,1st,Cloud Computing,LinkedIn
LD703,Delhi,XYZ University,3rd,Cloud Computing,LinkedIn
LD704,Pune,PQR College,1st,Data Science,Instagram
LD705,Kolkata,DEF Academy,2nd,Electric Vehicle,Whatsapp
LD706,Chennai,XYZ University,2nd,AI,Mass-Mailing
LD707,Bangalore,PQR College,3rd,Data Science,Mass-Mailing
LD708,Pune,XYZ University,3rd,Robotics,Whatsapp
LD709,Ahmedabad,ABC Institute,1st,Cybersecurity,Mass-Mailing
LD710,Bangalore,GHI University,3rd,AI,Google Form
LD711,Mumbai,GHI University,2nd,AI,Google Form
LD712,Delhi,JKL Institute,1st,AI,Mass-Mailing
LD713,Chennai,JKL Institute,1st,Electric Vehicle,LinkedIn
LD714,Ahmedabad,JKL Institute,2nd,Cloud Computing,College Collaboration
LD715,Chennai,JKL Institute,3rd,Cloud Computing,Whatsapp
LD716,Mumbai,GHI University,2nd,AI,Whatsapp
LD717,Delhi,GHI University,1st,Electric Vehicle,Instagram
LD718,Surat,ABC Institute,3rd,Data Science,Whatsapp
LD719,Chennai,PQR College,4th,AI,Google Form
LD720,Delhi,DEF Academy,2nd,AI,Google Form
LD721,Ahmedabad,PQR College,2nd,Robotics,College Collaboration
LD722,Surat,ABC Institute,2nd,Data Science,Mass-Mailing
LD723,Ahmedabad,XYZ University,4th,Cloud Computing,Mass-Mailing
LD724,Chennai,DEF Academy,4th,Electric Vehicle,Whatsapp
LD725,Mumbai,DEF Academy,2nd,Robotics,Whatsapp
LD726,Delhi,XYZ University,1st,Cybersecurity,LinkedIn
LD727,Bangalore,GHI University,1st,Electric Vehicle,Google Form
LD728,Pune,ABC Institute,3rd,Electric Vehicle,Google Form
LD729,Bangalore,GHI University,3rd,Cloud Computing,Whatsapp
LD730,Mumbai,JKL Institute,4th,Cloud Computing,LinkedIn
LD731,Surat,ABC Institute,4th,Robotics,Whatsapp
LD732,Bangalore,DEF Academy,1st,Cloud Computing,Google Form
LD733,Mumbai,JKL Institute,2nd,Cloud Computing,Mass-Mailing
LD734,Chennai,GHI University,3rd,AI,Whatsapp
LD735,Bangalore,JKL Institute,2nd,Cloud Computing,Whatsapp
LD736,Surat,PQR College,4th,AI,LinkedIn
LD737,Delhi,JKL Institute,1st,AI,LinkedIn
LD738,Delhi,JKL Institute,3rd,Data Science,College Collaboration
LD739,Delhi,XYZ University,1st,Electric Vehicle,Instagram
LD740,Chennai,PQR College,2nd,Cloud Computing,Google Form
LD741,Pune,PQR College,4th,Cloud Computing,College Collaboration
LD742,Pune,JKL Institute,1st,AI,LinkedIn
LD743,Pune,GHI University,1st,Data Science,Instagram
LD744,Delhi,GHI University,3rd,Robotics,LinkedIn
LD745,Bangalore,GHI University,2nd,Electric Vehicle,Mass-Mailing
LD746,Bangalore,JKL Institute,3rd,Data Science,Instagram
LD747,Ahmedabad,JKL Institute,3rd,Cybersecurity,Instagram
LD748,Kolkata,PQR College,3rd,Data Science,Whatsapp
LD749,Delhi,PQR College,3rd,Robotics,Mass-Mailing
LD750,Kolkata,DEF Academy,4th,Cybersecurity,Instagram
LD751,Pune,PQR College,1st,Cybersecurity,Instagram
LD752,Ahmedabad,JKL Institute,2nd,Electric Vehicle,LinkedIn
LD753,Bangalore,GHI University,4th,Cybersecurity,Google Form
LD754,Mumbai,GHI University,3rd,Robotics,Mass-Mailing
LD755,Pune,GHI University,4th,AI,College Collaboration
LD756,Delhi,DEF Academy,1st,Cloud Computing,Google Form
LD757,Pune,XYZ University,4th,Data Science,College Collaboration
LD758,Kolkata,XYZ University,1st,AI,College Collaboration
LD759,Kolkata,ABC Institute,1st,AI,Whatsapp
LD760,Bangalore,JKL Institute,3rd,Robotics,Google Form
LD761,Mumbai,ABC Institute,2nd,AI,Instagram
LD762,Delhi,GHI University,2nd,Cybersecurity,Instagram
LD763,Bangalore,PQR College,2nd,Electric Vehicle,Google Form
LD764,Surat,PQR College,3rd,AI,LinkedIn
LD765,Bangalore,GHI University,3rd,Electric Vehicle,LinkedIn
LD766,Surat,ABC Institute,4th,Electric Vehicle,Instagram
LD767,Ahmedabad,PQR College,1st,Cloud Computing,LinkedIn
LD768,Bangalore,PQR College,1st,Cloud Computing,Mass-Mailing
LD769,Delhi,XYZ University,2nd,Electric Vehicle,Instagram
LD770,Kolkata,XYZ University,3rd,Robotics,LinkedIn
LD771,Surat,ABC Institute,1st,Robotics,Google Form
LD772,Mumbai,JKL Institute,2nd,Cybersecurity,Google Form
LD773,Surat,GHI University,3rd,Electric Vehicle,Instagram
LD774,Surat,GHI University,1st,Cybersecurity,Google Form
LD775,Pune,XYZ University,1st,Data Science,Mass-Mailing
LD776,Delhi,GHI University,2nd,Robotics,LinkedIn
LD777,Ahmedabad,GHI University,4th,Robotics,Instagram
LD778,Pune,DEF Academy,4th,Cybersecurity,Whatsapp
LD779,Ahmedabad,JKL Institute,1st,Robotics,Whatsapp
LD780,Ahmedabad,XYZ University,2nd,Electric Vehicle,Google Form
LD781,Mumbai,DEF Academy,1st,Cybersecurity,LinkedIn
LD782,Mumbai,JKL Institute,1st,Cybersecurity,LinkedIn
LD783,Surat,PQR College,3rd,Cloud Computing,Whatsapp
LD784,Delhi,DEF Academy,4th,Data Science,College Collaboration
LD785,Ahmedabad,GHI University,4th,Electric Vehicle,Google Form
LD786,Pune,GHI University,4th,Data Science,Whatsapp
LD787,Mumbai,PQR College,3rd,Robotics,LinkedIn
LD788,Bangalore,DEF Academy,1st,Robotics,Mass-Mailing
LD789,Kolkata,DEF Academy,4th,Cloud Computing,Mass-Mailing
LD790,Delhi,GHI University,1st,Data Science,Instagram
LD791,Kolkata,JKL Institute,4th,Electric Vehicle,College Collaboration
LD792,Pune,JKL Institute,4th,Cybersecurity,Google Form
LD793,Mumbai,DEF Academy,2nd,AI,College Collaboration
LD794,Bangalore,ABC Institute,2nd,Cloud Computing,LinkedIn
LD795,Surat,ABC Institute,3rd,Robotics,Google Form
LD796,Mumbai,JKL Institute,3rd,AI,Mass-Mailing
LD797,Mumbai,GHI University,4th,Cloud Computing,Google Form
LD798,Mumbai,GHI University,2nd,Cloud Computing,Google Form
LD799,Pune,XYZ University,2nd,Cybersecurity,Google Form
LD800,Bangalore,DEF Academy,4th,Robotics,Mass-Mailing
LD801,Mumbai,ABC Institute,3rd,Data Science,Mass-Mailing
LD802,Ahmedabad,ABC Institute,3rd,Robotics,Mass-Mailing
LD803,Surat,ABC Institute,4th,Robotics,Whatsapp
LD804,Pune,PQR College,1st,Cybersecurity,Google Form
LD805,Chennai,PQR College,3rd,Electric Vehicle,Mass-Mailing
LD806,Surat,DEF Academy,4th,Cybersecurity,College Collaboration
